RepeatID,GNIS_NAME.x,GearMiss,Gear.x,Gear.y,Party.x,Party.y,Database.x,Database.y,Month.x,Month.y,F_MAUG_HIS.x,GNIS_NAME.y,F_MAUG_HIS.y
97,Cheyenne River,M,E/S,E,Patton 1998,Peterson et al. 2009,Kirk 2020,Kirk 2020,0,0,197.8490771,Cheyenne River,197.8490771
80,Blacks Fork,M,0,0 | 0,Gelwicks,0 | 0,WGFD(Gelwicks),Tiemann (UWyo) unpublished | Wyoming Game & Fish Dept,9,7,197.1700091,Blacks Fork,197.1700091
180,Laramie River,M,E/S,E,Patton 1998,Kirk 2019,Kirk 2020,Kirk 2020,0,0,194.5867109,Laramie River,194.5867109
94,Cheyenne River,M,| |,"Bag seine 4' x 25' with 3/16"" mesh | Bag seine 4' x 25' with 3/16"" mesh | Bag seine 4' x 25' with 3/16"" mesh | Bag seine 4' x 25' with 3/16"" mesh | Bag seine 4' x 25' with 3/16"" mesh | Bag seine 4' x 25' with 3/16"" mesh | NA | NA | NA | NA | NA | NA","Collector(s): G. H. Clemmer, M. Stromberg, USGS Biological Survey Fort Collins | Collector(s): G. H. Clemmer, M. Stromberg, USGS Biological Survey Fort Collins | Collector(s): G. H. Clemmer, M. Stromberg, USGS Biological Survey Fort Collins","Collector(s): A. P. Lickteig, M. N. Joki, B. E. Savelli | Collector(s): A. P. Lickteig, M. N. Joki, B. E. Savelli | Collector(s): A. P. Lickteig, M. N. Joki, B. E. Savelli | Collector(s): A. P. Lickteig, M. N. Joki, B. E. Savelli | Collector(s): A. P. Li",Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facility MSB Fish Collection (Arctos),Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facili,7,7,192.2543478,Cheyenne River,192.2543478
226,,M,BEFBS,Seine,PATTON,WGFD,University of Wyoming Powder River dataset,University of Wyoming Powder River dataset,0,0,184.2826277,,184.1581272
12,Tongue River,M,| | | | | | | | | | |,Motorized watercraft & fixed electrodes | Motorized watercraft & fixed electrodes | Motorized watercraft & fixed electrodes | Motorized watercraft & fixed electrodes | Motorized watercraft & fixed electrodes | Motorized watercraft & fixed electrodes | Mo,"Collector(s): Louis C. Rockett, John W. Mueller | Collector(s): Louis C. Rockett, John W. Mueller | Collector(s): Louis C. Rockett, John W. Mueller | Collector(s): Louis C. Rockett, John W. Mueller | Collector(s): Louis C. Rockett, John W. Mueller | Coll",PM AN TC | PM AN TC | PM AN TC | PM AN TC | PM AN TC | PM AN TC | PM AN TC | PM AN TC | PM AN TC | PM AN TC | PM AN TC | PM AN TC | PM AN TC | PM AN TC | PM AN TC | PM AN TC | PM AN TC | PM AN TC | PM AN TC | PM AN TC | PM AN TC | PM AN TC | PM AN TC | P,Global Biodiversity Information Facility University of Wyoming Museum of Vertebrates (UWYMV) Fish specimens (Arctos) | Global Biodiversity Information Facility University of Wyoming Museum of Vertebrates (UWYMV) Fish specimens (Arctos) | Global Biodivers,Wyoming Game & Fish Dept,8,6,175.3228275,Tongue River,175.3228275
63,Belle Fourche River,M,| | | | | | | | | | |,"Bag seine 4' x 25' with 3/16""mesh | Bag seine 4' x 25' with 3/16""mesh | Bag seine 4' x 25' with 3/16""mesh | Bag seine 4' x 25' with 3/16""mesh | Bag seine 4' x 25' with 3/16""mesh | Bag seine 4' x 25' with 3/16""mesh | Bag seine 4' x 25' with 3/16""mesh | Ba",Collector(s): John W. Mueller | Collector(s): John W. Mueller | Collector(s): John W. Mueller | Collector(s): John W. Mueller | Collector(s): John W. Mueller | Collector(s): John W. Mueller | Collector(s): John W. Mueller | Collector(s): John W. Mueller,"Collector(s): Gordon P. Edwards Jr., K. P. McKoy, A. Nikirk, N. Walruth | Collector(s): Gordon P. Edwards Jr., K. P. McKoy, A. Nikirk, N. Walruth | Collector(s): Gordon P. Edwards Jr., K. P. McKoy, A. Nikirk, N. Walruth | Collector(s): Gordon P. Edwards",Global Biodiversity Information Facility University of Wyoming Museum of Vertebrates (UWYMV) Fish specimens (Arctos) | Global Biodiversity Information Facility University of Wyoming Museum of Vertebrates (UWYMV) Fish specimens (Arctos) | Global Biodivers,Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facili,10,9,155.6746636,Belle Fourche River,155.6746636
154,Henrys Fork,M,| | | |,0 | 0,Collector(s): George T. Baxter | Collector(s): George T. Baxter | Collector(s): George T. Baxter | Collector(s): George T. Baxter | Collector(s): George T. Baxter,0 | Gelwicks,Global Biodiversity Information Facility University of Wyoming Museum of Vertebrates (UWYMV) Fish specimens (Arctos) | Global Biodiversity Information Facility University of Wyoming Museum of Vertebrates (UWYMV) Fish specimens (Arctos) | Global Biodivers,Wyoming Game & Fish Dept | WGFD(Gelwicks),8,10,151.5130468,Henrys Fork,151.5130468
276,Shields River,M,Other | Other | Other | Other,| | Crawdad - Mobile (throwable) anode | Crawdad - Mobile (throwable) anode | Crawdad - Mobile (throwable) anode | Crawdad - Mobile (throwable) anode | Crawdad - Mobile (throwable) anode | Crawdad - Mobile (throwable) anode,| | |,"| | OPITZ,MCCORMACK,SENGER | OPITZ,MCCORMACK,HORTON | OPITZ,MCCORMACK,HORTON | OPITZ,MCCORMACK,HORTON | OPITZ,MCCORMACK,SENGER | OPITZ,MCCORMACK,HORTON","Montana Fish, Wildlife & Parks","Global Biodiversity Information Facility USGS Nonindigenous Aquatic Species database | Global Biodiversity Information Facility USGS Nonindigenous Aquatic Species database | Montana Fish, Wildlife & Parks",9,5,150.8141122,Shields River,150.8141122
123,Encampment River,M,0,0,0,0,Wyoming Game & Fish Dept,Wyoming Game & Fish Dept,9,6,141.1028391,Encampment River,141.094457
64,Belle Fourche River,M,| | | | | | | | |,"Bag seine 4' x 25' with 3/16"" mesh | Bag seine 4' x 25' with 3/16"" mesh | Bag seine 4' x 25' with 3/16"" mesh | Bag seine 4' x 25' with 3/16"" mesh | Bag seine 4' x 25' with 3/16"" mesh | Bag seine 4' x 25' with 3/16"" mesh | Bag seine 4' x 25' with 3/16"" me",Collector(s): John W. Mueller | Collector(s): John W. Mueller | Collector(s): John W. Mueller | Collector(s): John W. Mueller | Collector(s): John W. Mueller | Collector(s): John W. Mueller | Collector(s): John W. Mueller | Collector(s): John W. Mueller,"Collector(s): Gordon P. Edwards Jr., A. P. Lickteig, K. P. McKoy, M. N. Joki | Collector(s): Gordon P. Edwards Jr., A. P. Lickteig, K. P. McKoy, M. N. Joki | Collector(s): Gordon P. Edwards Jr., A. P. Lickteig, K. P. McKoy, M. N. Joki | Collector(s): Gor",Global Biodiversity Information Facility University of Wyoming Museum of Vertebrates (UWYMV) Fish specimens (Arctos) | Global Biodiversity Information Facility University of Wyoming Museum of Vertebrates (UWYMV) Fish specimens (Arctos) | Global Biodivers,Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facili,10,8,137.8940722,Belle Fourche River,137.8940722
168,Little Snake River,M,| | | | | | | | |,0,"Collector(s): G. H. Clemmer, M. Stromberg, USGS Biological Survey Fort Collins | Collector(s): G. H. Clemmer, M. Stromberg, USGS Biological Survey Fort Collins | Collector(s): G. H. Clemmer; M. Stromberg; USGS Biological Survey Fort Collins | Collector(s",0,Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facili,Wyoming Game & Fish Dept,7,5,132.7111122,Little Snake River,132.7111122
124,Encampment River,M,0,0,0,0,Wyoming Game & Fish Dept,Wyoming Game & Fish Dept,8,8,128.3795824,Encampment River,128.3795824
79,Blacks Fork,M,0 | 0 | 0,0,0 | 0 | Gelwicks,0,Wyoming Game & Fish Dept | Wyoming Game & Fish Dept | WGFD(Gelwicks),Wyoming Game & Fish Dept,9,6,125.9528497,Blacks Fork,125.9528497
60,Belle Fourche River,M,| | |,"Bag seine 4' x 25' with 3/16"" mesh | Bag seine 4' x 25' with 3/16"" mesh | Bag seine 4' x 25' with 3/16"" mesh | Bag seine 4' x 25' with 3/16"" mesh | Bag seine 4' x 25' with 3/16"" mesh | Bag seine 4' x 25' with 3/16"" mesh | Bag seine 4' x 25' with 3/16"" me",Collector(s): George T. Baxter | Collector(s): George T. Baxter | Collector(s): George T. Baxter | Collector(s): George T. Baxter,"Collector(s): Gordon P. Edwards Jr., A. P. Lickteig, K. P. McKoy | Collector(s): Gordon P. Edwards Jr., A. P. Lickteig, K. P. McKoy | Collector(s): Gordon P. Edwards Jr., A. P. Lickteig, K. P. McKoy | Collector(s): Gordon P. Edwards Jr., A. P. Lickteig,",Global Biodiversity Information Facility University of Wyoming Museum of Vertebrates (UWYMV) Fish specimens (Arctos) | Global Biodiversity Information Facility University of Wyoming Museum of Vertebrates (UWYMV) Fish specimens (Arctos) | Global Biodivers,Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facili,6,8,124.9873271,Belle Fourche River,126.959608
87,Blacks Fork,M,| | | |,0,Collector(s): George T. Baxter | Collector(s): George T. Baxter | Collector(s): George T. Baxter | Collector(s): George T. Baxter | Collector(s): George T. Baxter,0,Global Biodiversity Information Facility University of Wyoming Museum of Vertebrates (UWYMV) Fish specimens (Arctos) | Global Biodiversity Information Facility University of Wyoming Museum of Vertebrates (UWYMV) Fish specimens (Arctos) | Global Biodivers,Wyoming Game & Fish Dept,8,8,124.8203341,Blacks Fork,124.8203341
75,Blacks Fork,M,0 | 0,0,0 | 0,0,Wyoming Game & Fish Dept | Wyoming Game & Fish Dept,Wyoming Game & Fish Dept,10,8,121.2790478,Blacks Fork,121.2871453
65,Belle Fourche River,M,0 | | | | | | | | | |,NA | NA | NA | NA | NA,"GS Myers & WA Gosline | Myers, G. S.; Gosline, W. A. | Myers, G. S.; Gosline, W. A. | Myers, G. S.; Gosline, W. A. | Myers, G. S.; Gosline, W. A. | Myers, G. S.; Gosline, W. A. | Myers, G. S.; Gosline, W. A. | Myers, G. S.; Gosline, W. A. | Myers, G. S.;",SF | SF | SF | SF | SF,"Global Biodiversity Information Facility University of Michigan Museum of Zoology, Division of Fishes | Global Biodiversity Information Facility CAS Ichthyology (ICH) | Global Biodiversity Information Facility CAS Ichthyology (ICH) | Global Biodiversity",Wyoming Game & Fish Dept,9,8,116.8728178,Belle Fourche River,119.8203217
104,Clear Creek,M,| | | | | | |,| | | |,"Collector(s): George T. Baxter | Collector(s): John W. Mueller, Louis C. Rockett | Collector(s): John W. Mueller, Louis C. Rockett | Collector(s): John W. Mueller, Louis C. Rockett | Collector(s): George T. Baxter | Collector(s): George T. Baxter | Colle","Collector(s): Boughton, Foster, Murray, Sturgis, Wright | Collector(s): Boughton, Foster, Murray, Sturgis, Wright | Collector(s): Boughton, Foster, Murray, Sturgis, Wright | Collector(s): Boughton, Foster, Murray, Sturgis, Wright | Collector(s): Boughton",Global Biodiversity Information Facility University of Wyoming Museum of Vertebrates (UWYMV) Fish specimens (Arctos) | Global Biodiversity Information Facility University of Wyoming Museum of Vertebrates (UWYMV) Fish specimens (Arctos) | Global Biodivers,Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facili,8,8,112.2688886,Clear Creek,112.2688886
257,,M,DC with VVP unit from shore | DC with VVP unit from shore | 0 | 0,Drifting watercraft and throwing electrodes | Drifting watercraft and throwing electrodes | Drifting watercraft and throwing electrodes | Drifting watercraft and throwing electrodes | Drifting watercraft and throwing electrodes | Drifting watercraft and,DJDTMCASRKJ | DJDTMCASRKJ | 0 | 0,JW | JW | JW | JW | JW | JW | JW | JW | JW | JW | JW | JW | JW | JW | JW | JW | JW | JW | JW | JW | JW | JW | JW | JW | JW | JW | JW | JW | JW | JW | JW | JW | JW | JW | JW | JW | JW | JW | JW | JW | JW | JW | JW | JW | JW | JW | JW | JW | JW | JW | JW |,Wyoming Game & Fish Dept,Wyoming Game & Fish Dept,9,9,111.153406,,110.7743529
254,Pine Creek,M,0 | 0,0,0 | Gelwicks,0,Wyoming Game & Fish Dept | WGFD(Gelwicks),Wyoming Game & Fish Dept,7,10,104.5007975,Pine Creek,104.5007975
103,Clear Creek,M,| | | | | | |,Drifting watercraft and fixed electrodes | Drifting watercraft and fixed electrodes | Drifting watercraft and fixed electrodes | Drifting watercraft and fixed electrodes | Drifting watercraft and fixed electrodes | Drifting watercraft and fixed electrode,Collector(s): unknown | Collector(s): unknown | Collector(s): unknown | Collector(s): unknown | Collector(s): unknown | Collector(s): unknown | Collector(s): unknown | Collector(s): unknown,Bill Bradshaw | Bill Bradshaw | Bill Bradshaw | Bill Bradshaw | Bill Bradshaw | Bill Bradshaw | Bill Bradshaw | Bill Bradshaw | Bill Bradshaw | Bill Bradshaw | Bill Bradshaw | Bill Bradshaw | Bill Bradshaw | Bill Bradshaw | Bill Bradshaw | Bill Bradshaw,Global Biodiversity Information Facility University of Wyoming Museum of Vertebrates (UWYMV) Fish specimens (Arctos) | Global Biodiversity Information Facility University of Wyoming Museum of Vertebrates (UWYMV) Fish specimens (Arctos) | Global Biodivers,Wyoming Game & Fish Dept,9,4,101.2692506,Clear Creek,101.2692506
372,Little Missouri River,M,| | | | | | | | |,0,"Cross, Frank B; Winstel, Al; Jones, J Knox | Cross, Frank B; Winstel, Al; Jones, J Knox | Cross, Frank B; Winstel, Al; Jones, J Knox | Cross, Frank B; Winstel, Al; Jones, J Knox | Cross, Frank B; Winstel, Al; Jones, J Knox | Cross, Frank B; Winstel, Al;",0,Global Biodiversity Information Facility KUBI Ichthyology Collection | Global Biodiversity Information Facility KUBI Ichthyology Collection | Global Biodiversity Information Facility KUBI Ichthyology Collection | Global Biodiversity Information Facility,0,7,8,99.10784895,Little Missouri River,99.10784895
95,Cheyenne River,,Backpack electrofisher and bag seine | Backpack electrofisher and bag seine | Backpack electrofisher and bag seine | Backpack electrofisher and bag seine | Backpack electrofisher and bag seine | Backpack electrofisher and bag seine | Backpack electrofish,E/S,Collector(s): T. M. Patton | Collector(s): T. M. Patton | Collector(s): T. M. Patton | Collector(s): T. M. Patton | Collector(s): T. M. Patton | Collector(s): T. M. Patton | Collector(s): T. M. Patton | Collector(s): T. M. Patton,McGree 2011,Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facili,Kirk 2020,5,0,97.81962896,Cheyenne River,97.81962896
322,Big Creek,M,DC with VVP unit from shore | DC with VVP unit from shore | DC with VVP unit from shore | DC with VVP unit from shore | DC with VVP unit from shore | DC with VVP unit from shore,0,MS RC KC | MS RC KC | MS RC KC | MS RC KC | MS RC KC | MS RC KC,0,Wyoming Game & Fish Dept,Wyoming Game & Fish Dept,8,8,90.42733702,Big Creek,89.90525471
336,Battle Creek,M,| |,0,| |,0,Global Biodiversity Information Facility USGS Nonindigenous Aquatic Species database | Global Biodiversity Information Facility USGS Nonindigenous Aquatic Species database | Global Biodiversity Information Facility USGS Nonindigenous Aquatic Species data,0,8,7,88.72535151,Battle Creek,88.72535151
169,Little Snake River,M,| | | | | |,0 | 0,"Collector(s): G. H. Clemmer, M. Stromberg, USGS Biological Survey Fort Collins | Collector(s): G. H. Clemmer, M. Stromberg, USGS Biological Survey Fort Collins | Collector(s): G. H. Clemmer, M. Stromberg, USGS Biological Survey Fort Collins | Collector(s",0 | Gelwicks,Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facili,Wyoming Game & Fish Dept | WGFD(Gelwicks),7,9,88.20792394,Little Snake River,88.20792394
127,Horse Creek,M,| | | | |,E,"Collector(s): B. House, George T. Baxter | Collector(s): B. House, George T. Baxter | Collector(s): B. House, George T. Baxter | Collector(s): B. House, George T. Baxter | Collector(s): B. House, George T. Baxter | Collector(s): B. House, George T. Baxte",WGFD Report 2019,Global Biodiversity Information Facility University of Wyoming Museum of Vertebrates (UWYMV) Fish specimens (Arctos) | Global Biodiversity Information Facility University of Wyoming Museum of Vertebrates (UWYMV) Fish specimens (Arctos) | Global Biodivers,Kirk 2020,6,0,87.07962444,Horse Creek,92.25563686
62,Belt Creek,M,0 | Seine | Seine | Seine | Seine | Seine | Seine | Seine | Seine | Seine,0 | Other | Other,"0 | Frank, Theresa | Frank, Theresa | Frank, Theresa | Frank, Theresa | Frank, Theresa | Frank, Theresa | Frank, Theresa | Frank, Theresa | Frank, Theresa","0 | Schmetterling, Clark, Elam, Jensen, Ashton | Schmetterling, Clark, Elam, Jensen, Ashton","Global Biodiversity Information Facility USGS Nonindigenous Aquatic Species database | Montana Fish, Wildlife & Parks","Global Biodiversity Information Facility USGS Nonindigenous Aquatic Species database | Montana Fish, Wildlife & Parks",7,7,82.76930672,Belt Creek,82.82338569
131,Horse Creek,M,E,E/S | E/S,Rahel and Hubert 1991,WGFD 2015 Report | WGFD 2015 Report,Kirk 2020,Kirk 2020 | Kirk 2020,0,0,82.33099307,Horse Creek,82.33099307
54,Bitter Creek,M,0,0 | 0,Gelwicks,0 | Gelwicks,WGFD(Gelwicks),Wyoming Game & Fish Dept | WGFD(Gelwicks),7,6,75.93469998,Bitter Creek,76.03575806
361,Goose Creek,M,E,0,Wesche and Johnson 1981,0,Kirk 2020,0,0,8,75.70858735,Goose Creek,75.65843563
53,Bitter Creek,M,| | |,0 | 0 | 0 | 0,Collector(s): George T. Baxter | Collector(s): George T. Baxter | Collector(s): George T. Baxter | Collector(s): George T. Baxter,0 | 0 | Gelwicks | Gelwicks,Global Biodiversity Information Facility University of Wyoming Museum of Vertebrates (UWYMV) Fish specimens (Arctos) | Global Biodiversity Information Facility University of Wyoming Museum of Vertebrates (UWYMV) Fish specimens (Arctos) | Global Biodivers,Wyoming Game & Fish Dept | WGFD(Gelwicks) | WGFD(Gelwicks),8,6,75.54740451,Bitter Creek,75.54740451
70,Big Sandy River,M,0 | 0,| | | | 0,0 | Gelwicks,"Collector(s): J. D. Walrath, J. A. Wassen II, J. A. Dugan, H. J. Kusy | Collector(s): J. D. Walrath, J. A. Wassen II, J. A. Dugan, H. J. Kusy | Collector(s): J. D. Walrath, J. A. Wassen II, J. A. Dugan, H. J. Kusy | Collector(s): J. D. Walrath, J. A. Was",Wyoming Game & Fish Dept | WGFD(Gelwicks),Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facili,8,9,72.06130638,Big Sandy River,72.06130638
5,Smiths Fork,M,Bag seine 25' | Bag seine 25' | Bag seine 25' | 0 | 0 | 0,0,"Collector(s): Curtis Gill, K. Magowan, R. Braham | Collector(s): Curtis Gill, K. Magowan, R. Braham | Collector(s): Curtis Gill, K. Magowan, R. Braham | 0 | 0 | Gelwicks",0,Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Wyoming Game & Fish Dept | Wyoming Gam,Wyoming Game & Fish Dept,9,6,70.6157825,Smiths Fork,70.6157825
386,Pryor Creek,M,Seine | Seine | Seine | Seine | Seine | Seine | Seine | Seine,0,"Nixdorf, Dale | Nixdorf, Dale | Nixdorf, Dale | Nixdorf, Dale | Nixdorf, Dale | Nixdorf, Dale | Nixdorf, Dale | Nixdorf, Dale",0,"Montana Fish, Wildlife & Parks",0,8,7,68.9871524,Pryor Creek,69.84854386
328,Tensleep Creek,M,Backpack electrofishing unit | Backpack electrofishing unit | 0,0,Welker | Welker | 0,0,Wyoming Game & Fish Dept,0,8,8,67.08234968,Tensleep Creek,67.08234968
3,Smiths Fork,M,0 | 0 | 0,0 | 0,0 | 0 | Gelwicks,0 | 0,Wyoming Game & Fish Dept | Wyoming Game & Fish Dept | WGFD(Gelwicks),Wyoming Game & Fish Dept | Tiemann (UWyo) unpublished,9,7,64.5343041,Smiths Fork,64.5343041
347,Big Sandy Creek,M,Seine | Seine | Seine,0,"Bramblett, Robert | Bramblett, Robert | Bramblett, Robert",0,"Montana Fish, Wildlife & Parks",0,9,7,62.21038977,Big Sandy Creek,62.21038977
210,New Fork River,M,seine | seine | seine,0,ER Kuhne | ER Kuhne | ER Kuhne,Gelwicks,"Global Biodiversity Information Facility University of Michigan Museum of Zoology, Division of Fishes | Global Biodiversity Information Facility University of Michigan Museum of Zoology, Division of Fishes | Global Biodiversity Information Facility Unive",WGFD(Gelwicks),8,9,62.07954078,New Fork River,63.07982644
4,Smiths Fork,M,Bag seine 25' | Bag seine 25' | Bag seine 25' | Bag seine 25' | 0 | 0 | 0,0,"Collector(s): Curtis Gill, K. Magowan, R. Braham | Collector(s): K. Magowan; Curtis Gill; R. Braham | Collector(s): Curtis Gill, K. Magowan, R. Braham | Collector(s): Curtis Gill, K. Magowan, R. Braham | 0 | 0 | Gelwicks",0,Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facili,Wyoming Game & Fish Dept,9,8,61.22803688,Smiths Fork,61.01562732
144,Hams Fork,M,0,0 | 0,Gelwicks,0 | 0,WGFD(Gelwicks),Wyoming Game & Fish Dept | Tiemann (UWyo) unpublished,9,8,56.03358963,Hams Fork,56.03358963
143,Hams Fork,M,0,0 | 0,Gelwicks,0 | 0,WGFD(Gelwicks),Tiemann (UWyo) unpublished | Wyoming Game & Fish Dept,9,9,56.03358963,Hams Fork,56.03358963
153,Hams Fork,M,0 | 0 | 0,0 | 0,0 | 0 | Gelwicks,0 | 0,Wyoming Game & Fish Dept | Wyoming Game & Fish Dept | WGFD(Gelwicks),Wyoming Game & Fish Dept | Tiemann (UWyo) unpublished,7,8,55.98297679,Hams Fork,55.98297679
350,Boxelder Creek,M,Seine | Seine | Seine | Seine | Seine | Seine | Seine | Seine | Seine | Seine,0,"0 | Bramblett, Robert | Bramblett, Robert | Bramblett, Robert | Bramblett, Robert | Bramblett, Robert | Bramblett, Robert | Bramblett, Robert | Bramblett, Robert | Bramblett, Robert",0,"Global Biodiversity Information Facility USGS Nonindigenous Aquatic Species database | Montana Fish, Wildlife & Parks",0,8,7,54.70164012,Box Elder Creek,54.70164012
150,Hams Fork,M,0 | 0 | 0,0 | 0,0 | 0 | Gelwicks,0 | 0,Wyoming Game & Fish Dept | Wyoming Game & Fish Dept | WGFD(Gelwicks),Wyoming Game & Fish Dept | Tiemann (UWyo) unpublished,7,7,54.43352903,Hams Fork,54.43352903
339,Beaver Creek,M,Seine | Seine | Seine | Seine | Seine | Seine | Seine | Seine | Seine | Seine | Seine | Seine | Seine,0,"| | | Bramblett, Robert | Bramblett, Robert | Bramblett, Robert | Bramblett, Robert | Bramblett, Robert | Bramblett, Robert | Bramblett, Robert | Bramblett, Robert | Bramblett, Robert | Bramblett, Robert",0,Global Biodiversity Information Facility USGS Nonindigenous Aquatic Species database | Global Biodiversity Information Facility USGS Nonindigenous Aquatic Species database | Global Biodiversity Information Facility USGS Nonindigenous Aquatic Species data,0,8,9,54.34921602,Beaver Creek - Malta,54.34921602
381,O'Fallon Creek,M,Seine | Seine | Seine | Seine | Seine | Seine | Seine | Seine,0,"Barnes, Mark | Barnes, Mark | Barnes, Mark | Barnes, Mark | Barnes, Mark | Barnes, Mark | Barnes, Mark | Barnes, Mark",0,"Montana Fish, Wildlife & Parks",0,8,7,52.0880826,O'Fallon Creek,52.0880826
145,Hams Fork,M,0,0,Gelwicks,0,WGFD(Gelwicks),Wyoming Game & Fish Dept,9,10,50.08609559,Hams Fork,50.08609559
146,Hams Fork,M,0,0 | 0,Gelwicks,0 | 0,WGFD(Gelwicks),Wyoming Game & Fish Dept | Tiemann (UWyo) unpublished,8,9,49.71092166,Hams Fork,49.71092166
174,Lance Creek,M,Bag seine | Bag seine | Bag seine | Bag seine | Bag seine | Bag seine | Bag seine,NA | NA | NA | NA | NA | NA | NA | NA,Collector(s): T. M. Patton | Collector(s): T. M. Patton | Collector(s): T. M. Patton | Collector(s): T. M. Patton | Collector(s): T. M. Patton | Collector(s): T. M. Patton | Collector(s): T. M. Patton,SF | SF | SF | SF | SF | SF | SF | SF,Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facili,Wyoming Game & Fish Dept,5,9,49.52163138,Lance Creek,49.93169792
11,Tosi Creek,,0 | 0,0,0 | Gelwicks,Gelwicks,Wyoming Game & Fish Dept | WGFD(Gelwicks),WGFD(Gelwicks),7,9,48.12297756,Tosi Creek,48.12297756
147,Hams Fork,M,0 | 0,0,Gelwicks | Gelwicks,0,WGFD(Gelwicks) | WGFD(Gelwicks),Wyoming Game & Fish Dept,8,8,47.7657573,Hams Fork,47.37425547
410,Porcupine Creek,,Seine | Seine | Seine | Seine | Seine,Unknown,"Bramblett, Robert | Bramblett, Robert | Bramblett, Robert | Bramblett, Robert | Bramblett, Robert",Allison Stringer,"Montana Fish, Wildlife & Parks","Montana Fish, Wildlife & Parks",9,7,47.68009349,Porcupine Creek,47.68009349
165,Little Powder River,M,| | | | | | | |,Seine,Collector(s): George T. Baxter | Collector(s): George T. Baxter | Collector(s): George T. Baxter | Collector(s): George T. Baxter | Collector(s): George T. Baxter | Collector(s): George T. Baxter | Collector(s): George T. Baxter | Collector(s): George T.,RivFishTime USGS,Global Biodiversity Information Facility University of Wyoming Museum of Vertebrates (UWYMV) Fish specimens (Arctos) | Global Biodiversity Information Facility University of Wyoming Museum of Vertebrates (UWYMV) Fish specimens (Arctos) | Global Biodivers,University of Wyoming Powder River dataset,6,0,47.33956798,Little Powder River,47.33956798
21,Sweetwater River,M,E/S,E | E,Patton 1998,Maitland 2017 | Gerrity 2017,Kirk 2020,Kirk 2020 | Kirk 2020,0,0,47.18497001,Sweetwater River,47.18497001
142,Hams Fork,M,0,0 | 0,Gelwicks,0 | 0,WGFD(Gelwicks),Tiemann (UWyo) unpublished | Wyoming Game & Fish Dept,9,7,46.88175589,Hams Fork,46.5118724
282,South Tongue River,M,RT | RT | RT | RT | RT | RT | RT | RT | RT | RT | RT | RT | RT | RT | RT | RT | RT | RT | RT | RT | RT | RT | RT | RT | RT | RT | RT | RT | RT | RT | RT | RT | 0,0,Stewart | Stewart | Stewart | Stewart | Stewart | Stewart | Stewart | Stewart | Stewart | Stewart | Stewart | Stewart | Stewart | Stewart | Stewart | Stewart | Stewart | Stewart | Stewart | Stewart | Stewart | Stewart | Stewart | Stewart | Stewart | Stew,0,Wyoming Game & Fish Dept,Wyoming Game & Fish Dept,9,9,45.1258612,South Tongue River,45.1258612
