rid,binaryID
1,11111111111111111111111111111111111111111111111111110
2,1111111111111111111111111111111111111111111111111111
3,11111111111111111111111111111111111111111111111111111
4,1011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111011111111111111111111111111111110111011111111111111111111111111111111111111111111111111111111111111111111111101111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111110111111111111111111111111111111111111111111111111111111111111011111111111111111111011111011111111111111111111
5,101111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111101111111111111111111111111111111011101111111111111111111111111111111111111111111111111111111111111111111111110111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111011111111111111111111111111111111111111111111111111111111111101111111111111111111101111101111111111111111111
6,10111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111110111111111111111111111111111111101110111111111111111111111111111111111111111111111111111111111111111111111111011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111101111111111111111111111111111111111111111111111111111111111110111111111111111111110111110111111111111111111111
7,101111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111101111111111111111111111111111111011101111111111111111111111111111111111111111111111111111111111111111111111110111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111011111111111111111111111111111111111111111111111111111111111101111111111111111111101111101111111111111111111111
8,10111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111110111111111111111111111111111111101110111111111111111111111111111111111111111111111111111111111111111111111111011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111101111111111111111111111111111111111111111111111111111111111110111111111111111111110111110111111111111111111111111
9,1011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111011111111111111111111111111111110111011111111111111111111111111111111111111111111111111111111111111111111111101111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111110111111111111111111111111111111111111111111111111111111111111011111111111111111111011111011111111111111111111111111111111111111
10,101111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111101111111111111111111111111111111011101111111111111111111111111111111111111111111111111111111111111111111111110111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111011111111111111111111111111111111111111111111111111111111111101111111111111111111101111101111111111111111111111111111111111111111111111111111111
11,1011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111011111111111111111111111111111110111011111111111111111111111111111111111111111111111111111111111111111111111101111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111110111111111111111111111111111111111111111111111111111111111111011111111111111111111011111011111111111111111111111111111111111111111111111111111111
12,101111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111101111111111111111111111111111111011101111111111111111111111111111111111111111111111111111111111111111111111110111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111011111111111111111111111111111111111111111111111111111111111101111111111111111111101111101111111111111111111111111111111111111111111111111111111111
13,10111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111110111111111111111111111111111111101110111111111111111111111111111111111111111111111111111111111111111111111111011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111101111111111111111111111111111111111111111111111111111111111110111111111111111111110111110111111111111111111111111111111111111111111111111111111111
14,1011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111011111111111111111111111111111110111011111111111111111111111111111111111111111111111111111111111111111111111101111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111110111111111111111111111111111111111111111111111111111111111111011111111111111111111011111011111111111111111111111111111111111111111111111111111111111111
15,10111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111110111111111111111111111111111111101110111111111111111111111111111111111111111111111111111111111111111111111111011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111101111111111111111111111111111111111111111111111111111111111110111111111111111111110111110111111111111111111111111111111111111111111111111111111111111111
16,101111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111101111111111111111111111111111111011101111111111111111111111111111111111111111111111111111111111111111111111110111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111011111111111111111111111111111111111111111111111111111111111101111111111111111111101111101111111111111111111111111111111111111111111111111111111111111111
17,101111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111101111111111111111111111111111111011101111111111111111111111111111111111111111111111111111111111111111111111110111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111011111111111111111111111111111111111111111111111111111111111101111111111111111111101111101111111111111111111111111111111111111111111111111111111111111111111
18,1011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111011111111111111111111111111111110111011111111111111111111111111111111111111111111111111111111111111111111111101111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111110111111111111111111111111111111111111111111111111111111111111011111111111111111111011111011111111111111111111111111111111111111111111111111111111111111111111
19,10111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111110111111111111111111111111111111101110111111111111111111111111111111111111111111111111111111111111111111111111011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111101111111111111111111111111111111111111111111111111111111111110111111111111111111110111110111111111111111111111111111111111111111111111111111111111111111111111
20,101111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111101111111111111111111111111111111011101111111111111111111111111111111111111111111111111111111111111111111111110111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111011111111111111111111111111111111111111111111111111111111111101111111111111111111101111101111111111111111111111111111111111111111111111111111111111111111111111
21,1011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111011111111111111111111111111111110111011111111111111111111111111111111111111111111111111111111111111111111111101111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111110111111111111111111111111111111111111111111111111111111111111011111111111111111111011111011111111111111111111111111111111111111111111111111111111111111111
22,10111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111110111111111111111111111111111111101110111111111111111111111111111111111111111111111111111111111111111111111111011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111101111111111111111111111111111111111111111111111111111111111110111111111111111111110111110111111111111111111111111111111111111111111111111111111111111111111
23,10111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111110111111111111111111111111111111101110111111111111111111111111111111111111111111111111111111111111111111111111011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111101111111111111111111111111111111111111111111111111111111111110111111111111111111110111110111111111111111111111111111111111111111111111111111111111111111111111111
24,1011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111011111111111111111111111111111110111011111111111111111111111111111111111111111111111111111111111111111111111101111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111110111111111111111111111111111111111111111111111111111111111111011111111111111111111011111011111111111111111111111111111111111111111111111111111111111111111111111
25,101111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111101111111111111111111111111111111011101111111111111111111111111111111111111111111111111111111111111111111111110111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111011111111111111111111111111111111111111111111111111111111111101111111111111111111101111101111111111111111111111111111111111111111111111111111111111111111111111111
26,101111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111101111111111111111111111111111111011101111111111111111111111111111111111111111111111111111111111111111111111110111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111011111111111111111111111111111111111111111111111111111111111101111111111111111111101111101111111111111111111111111111111111111111111111111111111111111111111111111111111
27,1011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111011111111111111111111111111111110111011111111111111111111111111111111111111111111111111111111111111111111111101111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111110111111111111111111111111111111111111111111111111111111111111011111111111111111111011111011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111
28,101111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111101111111111111111111111111111111011101111111111111111111111111111111111111111111111111111111111111111111111110111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111011111111111111111111111111111111111111111111111111111111111101111111111111111111101111101111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111
29,1011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111011111111111111111111111111111110111011111111111111111111111111111111111111111111111111111111111111111111111101111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111110111111111111111111111111111111111111111111111111111111111111011111111111111111111011111011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111
30,101111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111101111111111111111111111111111111011101111111111111111111111111111111111111111111111111111111111111111111111110111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111011111111111111111111111111111111111111111111111111111111111101111111111111111111101111101111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111
31,10111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111110111111111111111111111111111111101110111111111111111111111111111111111111111111111111111111111111111111111111011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111101111111111111111111111111111111111111111111111111111111111110111111111111111111110111110111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111
32,1011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111011111111111111111111111111111110111011111111111111111111111111111111111111111111111111111111111111111111111101111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111110111111111111111111111111111111111111111111111111111111111111011111111111111111111011111011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111
33,1011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111011111111111111111111111111111110111011111111111111111111111111111111111111111111111111111111111111111111111101111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111110111111111111111111111111111111111111111111111111111111111111011111111111111111111011111011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111
34,10111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111110111111111111111111111111111111101110111111111111111111111111111111111111111111111111111111111111111111111111011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111101111111111111111111111111111111111111111111111111111111111110111111111111111111110111110111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111
35,101111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111101111111111111111111111111111111011101111111111111111111111111111111111111111111111111111111111111111111111110111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111011111111111111111111111111111111111111111111111111111111111101111111111111111111101111101111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111
36,10111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111110111111111111111111111111111111101110111111111111111111111111111111111111111111111111111111111111111111111111011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111101111111111111111111111111111111111111111111111111111111111110111111111111111111110111110111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111
37,10111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111110111111111111111111111111111111101110111111111111111111111111111111111111111111111111111111111111111111111111011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111101111111111111111111111111111111111111111111111111111111111110111111111111111111110111110111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111
38,1011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111011111111111111111111111111111110111011111111111111111111111111111111111111111111111111111111111111111111111101111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111110111111111111111111111111111111111111111111111111111111111111011111111111111111111011111011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111
39,101111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111101111111111111111111111111111111011101111111111111111111111111111111111111111111111111111111111111111111111110111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111011111111111111111111111111111111111111111111111111111111111101111111111111111111101111101111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111
40,10111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111110111111111111111111111111111111101110111111111111111111111111111111111111111111111111111111111111111111111111011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111101111111111111111111111111111111111111111111111111111111111110111111111111111111110111110111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111
41,101111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111101111111111111111111111111111111011101111111111111111111111111111111111111111111111111111111111111111111111110111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111011111111111111111111111111111111111111111111111111111111111101111111111111111111101111101111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111110
42,1011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111011111111111111111111111111111110111011111111111111111111111111111111111111111111111111111111111111111111111101111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111110111111111111111111111111111111111111111111111111111111111111011111111111111111111011111011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111101
43,10111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111110111111111111111111111111111111101110111111111111111111111111111111111111111111111111111111111111111111111111011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111101111111111111111111111111111111111111111111111111111111111110111111111111111111110111110111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111011
